Universidad;Título;Tipo de universidad;Nota de corte 2019/2020;Nota media de admisión 2019/2020;Ofertas de plazas curso 2019/2020;Créditos necesarios;Precio del crédito 2019/2020
Universitat de València (Estudi General);Grado en Óptica y Optometría;Pública / Propio;8.17;9.53;50;240;20,27 €
Universidad de Murcia;Grado en Ingeniería Informática;Pública / Propio;8.17;10.55;200;240;16,78 €
Universidad de Córdoba;Grado en Psicología;Pública / Propio;8.15;8.94;62;240;12,62 €
Universidad Politécnica de Madrid;Grado en Ingeniería del Software;Pública / Propio;8.15;9.02;150;240;24,55 €
Universidad Complutense de Madrid;Grado en Periodismo;Pública / Propio;8.14;9.22;544;240;21,39 €
Universidad de Vigo;Grado en Educación Primaria;Pública / Propio;8.14;9.04;75;240;9,85 €
Universidad Miguel Hernández de Elche;Grado en Administración y Dirección de Empresas;Pública / Propio;8.14;7.04;50;240;14,96 €
Universidad de Girona;Grado en Biología;Pública / Propio;8.13;10.2;90;240;35,77 €
Universidad de Las Palmas de Gran Canaria;Grado en Educación Social;Pública / Propio;8.13;9.23;65;240;10,16 €
Universidad de Sevilla;Grado en Ingeniería en Diseño Industrial y Desarrollo del Producto;Pública / Propio;8.12;10.42;104;240;12,62 €
Universidad de Murcia;Grado en Biología;Pública / Propio;8.12;10.36;100;240;16,78 €
Universidad de Murcia;Grado en Ingeniería Química;Pública / Propio;8.11;9.59;75;240;16,78 €
Universidad de Vigo;Grado en Publicidad y Relaciones Públicas;Pública / Propio;8.11;9.44;100;240;9,85 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Estudios Ingleses;Pública / Propio;8.1;9.72;100;240;14,08 €
Universidad Complutense de Madrid;Grado en Ingeniería de Computadores;Pública / Propio;8.1;8.26;70;240;24,55 €
Universidad de Las Palmas de Gran Canaria;Grado en Educación Infantil;Pública / Propio;8.1;9.47;130;240;10,16 €
Universidad Pompeu Fabra;Grado en Criminología y Políticas Públicas de Prevención;Pública / Propio;8.09;9.45;70;240;25,27 €
Universidad Jaume I de Castellón;Grado en Psicología;Pública / Propio;8.09;8.56;180;240;16,41 €
Universidad de Granada;Grado en Psicología;Pública / Propio;8.08;9.1;300;240;12,62 €
Universidad Miguel Hernández de Elche;Grado en Periodismo;Pública / Propio;8.08;8.31;85;240;14,96 €
Universidad de Cantabria;Grado en Ingeniería Informática;Pública / Propio;8.08;10.73;60;240;15,02 €
Universidad de La Rioja;Grado en Derecho;Pública / Propio;8.08;8.49;50;240;14,60 €
Universidad de Alicante;Grado en Maestro en Educación Primaria;Pública / Propio;8.07;9.28;440;240;14,96 €
Universitat de València (Estudi General);Grado en Finanzas y Contabilidad;Pública / Propio;8.07;9.25;140;240;14,96 €
Universidad de Santiago de Compostela;Grado en Nutrición Humana y Dietética;Pública / Propio;8.07;9.24;60;240;13,93 €
Universidad de Santiago de Compostela;Grado en Óptica y Optometría;Pública / Propio;8.07;9.65;55;240;13,93 €
Universidad de Málaga;Grado en Educación Social;Pública / Propio;8.07;9.34;60;240;12,62 €
Universitat de València (Estudi General);Grado en Historia del Arte;Pública / Propio;8.06;8.59;180;240;14,96 €
Universidad Pompeu Fabra;Grado en Enfermería;Pública / Adscrito;8.06;8.64;60;240;
Universidad Rey Juan Carlos;Grado en Ingeniería en Tecnologías de la Telecomunicación;Pública / Propio;8.05;8.65;20;240;24,55 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Química;Pública / Propio;8.04;10.26;88;240;19,84 €
Universidad Jaume I de Castellón;Grado en Historia y Patrimonio;Pública / Propio;8.04;7.35;50;240;13,86 €
Universidad de A Coruña;Grado en Gestión Industrial de la Moda;Pública / Propio;8.03;9.99;50;240;9,85 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Educación Infantil;Pública / Propio;8.02;8.63;110;240;14,39 €
Universidad Carlos III de Madrid;Grado en Ingeniería de Comunicaciones Móviles y Espaciales/;Pública / Propio;8;8.67;30;240;24,55 €
Bachelor's Degree in Mobile and Space Communications Engineering;;;;;;;
Universidad Jaume I de Castellón;Grado en Maestro o Maestra en Educación Infantil;Pública / Propio;8;8.76;144;240;14,96 €
Universidad Autónoma de Barcelona;Grado en Educación Primaria;Pública / Propio;8;10.06;255;240;25,27 €
Universidad Autónoma de Barcelona;Grado en Ingeniería de Datos;Pública / Propio;8;9.96;60;240;39,53 €
Universidad de Girona;Grado en Educación Social;Pública / Propio;7.98;9.51;60;240;25,27 €
Universidad Rey Juan Carlos;Grado en Fundamentos de la Arquitectura;Pública / Propio;7.97;9.1;70;300;24,55 €
Universidad Jaume I de Castellón;Grado en Estudios Ingleses;Pública / Propio;7.97;8.63;70;240;14,96 €
Universidad de Alicante;Grado en Óptica y Optometría;Pública / Propio;7.97;8.79;70;240;20,27 €
Universidad de Alcalá;Grado en Psicología;Pública / Adscrito;7.96;8.36;100;240;
Universidad de La Laguna;Grado en Periodismo;Pública / Propio;7.96;9.9;80;240;10,16 €
Universidad Complutense de Madrid;Grado en Estadística Aplicada;Pública / Propio;7.96;8.95;100;240;21,39 €
Universidad de Santiago de Compostela;Grado en Educación Social;Pública / Propio;7.95;8.91;70;240;9,85 €
Universidad de Córdoba;Grado en Administración y Dirección de Empresas;Pública / Propio;7.95;9.65;140;240;12,62 €
Universidad Rey Juan Carlos;Grado en Ingeniería en Organización Industrial;Pública / Propio;7.95;9.37;55;240;24,55 €
Universidad de Santiago de Compostela;Grado en Química;Pública / Propio;7.94;10.21;100;240;13,93 €
Universidad de Granada;Grado en Estadística;Pública / Propio;7.94;7.9;55;240;12,62 €
Universidad Autónoma de Madrid;Grado en Maestro en Educación Infantil;Pública / Propio;7.93;8.55;210;240;21,39 €
Universidad Rovira i Virgili;Grado en Educación Social;Pública / Propio;7.93;8.94;50;240;25,27 €
Universidad Rey Juan Carlos;Grado en Ingeniería de la Energía;Pública / Propio;7.93;7.93;40;240;24,55 €
Universidad de Lleida;Grado en Psicología;Pública / Propio;7.93;9.33;60;240;35,77 €
Universidad de A Coruña;Grado en Educación Infantil;Pública / Propio;7.92;8.61;120;240;9,85 €
Universidad de Barcelona;Grado en Administración y Dirección de Empresas;Pública / Propio;7.91;8.78;800;240;25,27 €
Universidad de A Coruña;Grado en Terapia Ocupacional;Pública / Propio;7.9;8.94;50;240;13,93 €
Universidad de León;Grado en Biología;Pública / Propio;7.9;9.29;100;240;18,32 €
Universidad de Córdoba;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;7.9;9.57;65;240;12,62 €
Universidad Rey Juan Carlos;Grado en Educación Primaria;Pública / Propio;7.9;8.57;100;240;21,39 €
Universidad de Alcalá;Grado en Estudios Ingleses;Pública / Propio;7.88;8.64;50;240;21,39 €
Universidad de Córdoba;Grado en Educación Social;Pública / Propio;7.88;9.06;62;240;12,62 €
Universidad de Vic- Universidad Central de Catalunya;Grado en Diseño;Privada / Adscrito;7.88;-;150;240;
Universitat de València (Estudi General);Grado en Ingeniería Química;Pública / Propio;7.88;8.77;60;240;20,27 €
Universitat de València (Estudi General);Grado en Logopedia;Pública / Propio;7.88;8.47;80;240;21,16 €
Universidad de Barcelona;Grado en Trabajo Social;Pública / Propio;7.88;8.6;240;240;25,27 €
Universidad de Las Palmas de Gran Canaria;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;7.88;9.01;100;240;12,63 €
Universidad de Alicante;Grado en Estudios Ingleses;Pública / Propio;7.86;9.26;125;240;14,96 €
Universidad de Zaragoza;Grado en Química;Pública / Propio;7.86;10.73;150;240;23,39 €
Universidad Pública de Navarra;Grado en Maestro en Educación Primaria;Pública / Propio;7.85;9.36;170;240;16,25 €
Universitat de València (Estudi General);Grado en Pedagogía;Pública / Propio;7.85;8.26;160;240;14,96 €
Universidad Pública de Navarra;Grado en Maestro en Educación Infantil;Pública / Propio;7.84;9.18;90;240;16,25 €
Universidad Autónoma de Barcelona;Grado en Ingeniería Informática;Pública / Propio;7.84;8.97;190;240;39,53 €
Universidad de Extremadura;Grado en Ingeniería Informática en Ingeniería del Software;Pública / Propio;7.84;10.79;80;240;16,83 €
Universitat de València (Estudi General);Grado en Trabajo Social;Pública / Propio;7.83;8.78;230;240;13,86 €
Universidad de La Rioja;Grado en Química;Pública / Propio;7.83;8.51;50;240;21,21 €
Universidad de Granada;Grado en Conservación y Restauración de Bienes Culturales;Pública / Propio;7.82;9;50;240;12,62 €
Universidad Complutense de Madrid;Grado en Musicología;Pública / Propio;7.81;8.63;60;240;21,39 €
Universidad Rey Juan Carlos;Grado en Educación Infantil;Pública / Propio;7.79;8.4;75;240;21,39 €
Universitat de València (Estudi General);Grado en Sociología;Pública / Propio;7.79;8.79;75;240;13,86 €
Universidad de Murcia;Grado en Ciencias de la Actividad Física y del Deporte;Pública / Propio;7.78;9.91;100;240;16,78 €
Universidad Politécnica de Madrid;Grado en Ingeniería de Computadores;Pública / Propio;7.78;8.01;100;240;24,55 €
Universidad Pompeu Fabra;Grado en Ingeniería en Sistemas Audiovisuales;Pública / Propio;7.78;9.2;55;240;39,53 €
Universidad de Málaga;Grado en Psicología;Pública / Propio;7.77;8.64;275;240;12,62 €
Universidad Rey Juan Carlos;Grado en Marketing;Pública / Propio;7.77;8.7;75;240;21,39 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Filología;Pública / Propio;7.74;9.3;80;240;14,08 €
Universidad de Barcelona;Grado en Comunicación e Industrias Culturales;Pública / Propio;7.73;9.75;120;240;35,77 €
Universidad de Sevilla;Grado en Periodismo;Pública / Propio;7.73;9.83;280;240;12,62 €
Universidad de Alicante;Grado en Publicidad y Relaciones Públicas;Pública / Propio;7.73;8.85;240;240;14,96 €
Universidad Rey Juan Carlos;Grado en Publicidad y Relaciones Públicas;Pública / Propio;7.73;9.76;145;240;21,39 €
Universidad de Alicante;Grado en Ingeniería Multimedia;Pública / Propio;7.73;9.63;95;240;20,27 €
Universidad Pública de Navarra;Grado en Ingeniería Informática;Pública / Propio;7.73;9.39;90;240;23,05 €
Universidad Rovira i Virgili;Grado en Psicología;Pública / Propio;7.73;8.53;120;240;35,77 €
Universidad de Lleida;Grado en Educación Social;Pública / Propio;7.72;8.48;80;240;25,27 €
Universidad de Sevilla;Grado en Ingeniería Mecánica;Pública / Propio;7.72;9.94;104;240;12,62 €
Universidad Rey Juan Carlos;Grado en Educación Infantil;Pública / Propio;7.71;8.72;150;240;21,39 €
Universidad Pública de Navarra;Grado en Derecho;Pública / Propio;7.71;10.44;90;240;16,25 €
Universitat de València (Estudi General);Grado en Ingeniería Electrónica Industrial;Pública / Propio;7.71;8.84;50;240;20,27 €
Universidad de Santiago de Compostela;Grado en Maestro de Educación Primaria;Pública / Propio;7.7;8.33;82;240;9,85 €
Universidad de Alicante;Grado en Derecho;Pública / Propio;7.7;8.75;300;240;13,86 €
Universidad de Zaragoza;Grado en Nutrición Humana y Dietética;Pública / Propio;7.7;8.87;65;240;23,39 €
Universidad de Santiago de Compostela;Grado en Lengua y Literatura Inglesas;Pública / Propio;7.7;9.92;100;240;9,85 €
Universidad Rovira i Virgili;Grado en Comunicación Audiovisual;Pública / Propio;7.69;9.65;40;240;35,77 €
Universidad de Salamanca;Grado en Estudios Globales / Global Studies;Pública / Propio;7.69;8.5;40;180;12,94 €
Universidad Pompeu Fabra;Grado en Ciencias Políticas y de la Administración;Pública / Propio;7.69;10.3;160;240;25,27 €
Universidad de Alicante;Grado en Maestro en Educación Infantil;Pública / Propio;7.67;8.64;360;240;14,96 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Filosofía;Pública / Propio;7.67;8.59;55;240;14,08 €
Universidad de Málaga;Grado en Derecho;Pública / Propio;7.67;10.37;325;240;12,62 €
Universidad de Oviedo;Grado en Ingeniería de Organización Industrial;Pública / Propio;7.67;-;63;240;12,30 €
Universidad de Girona;Grado en Pedagogía;Pública / Propio;7.66;8.33;60;240;25,27 €
Universidad Rey Juan Carlos;Grado en Ingeniería de Computadores;Pública / Propio;7.65;7.57;45;240;24,55 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Creación y Diseño;Pública / Propio;7.65;8.88;100;240;19,19 €
Universidad Pablo de Olavide;Grado en Educación Social;Pública / Propio;7.65;9.12;60;240;12,62 €
Universidad de Vigo;Grado en Ingeniería de los Recursos Mineros y Energéticos;Pública / Propio;7.64;n/d;50;240;13,93 €
Universidad Miguel Hernández de Elche;Grado en Podología;Pública / Propio;7.64;8.14;80;240;21,16 €
Universitat de València (Estudi General);Grado en Turismo;Pública / Propio;7.64;8.62;150;240;16,41 €
Universidad de León;Grado en Comercio Internacional;Pública / Propio;7.63;10;50;240;14,05 €
Universidad Carlos III de Madrid;Grado en Relaciones Laborales y Empleo;Pública / Propio;7.62;8.88;50;240;21,39 €
Universidad Jaume I de Castellón;Grado en Ingeniería en Tecnologías Industriales;Pública / Propio;7.62;9.74;60;240;20,27 €
Universidad Miguel Hernández de Elche;Grado en Terapia Ocupacional;Pública / Propio;7.62;8.2;100;240;21,16 €
Universidad de Oviedo;Grado en Ingeniería Informática del Software;Pública / Propio;7.62;8;157;240;12,30 €
Universidad de La Laguna;Grado en Psicología;Pública / Propio;7.61;9.79;200;240;14,59 €
Universidad de Córdoba;Grado en Ingeniería Informática;Pública / Propio;7.6;9.21;110;240;12,62 €
Universidad Complutense de Madrid;Grado en Filosofía;Pública / Propio;7.6;9.1;130;240;21,39 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Ciencias Ambientales;Pública / Propio;7.58;9.43;50;240;19,84 €
Universidad Rey Juan Carlos;Grado en Derecho;Pública / Propio;7.56;8.79;45;240;21,39 €
Universidad de Barcelona;Grado en Pedagogía;Pública / Propio;7.56;8.66;240;240;25,27 €
Universidad de Extremadura;Grado en Biotecnología;Pública / Propio;7.56;11.74;40;240;15,70 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Trabajo Social;Pública / Propio;7.55;8.82;125;240;14,39 €
Universidad Carlos III de Madrid;Grado en Ingeniería Telemática/Bachelor's degree in Telematics Engineering;Pública / Propio;7.54;9.58;50;240;24,55 €
Universidad de Alcalá;Grado en Ingeniería en Electrónica y Automática Industrial;Pública / Propio;7.54;10.2;75;240;24,55 €
Universidad Rey Juan Carlos;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;7.54;7.09;60;240;26,14 €
Universidad Autónoma de Barcelona;Grado en Comunicación Interactiva;Pública / Propio;7.54;-;60;240;35,77 €
Universidad de Girona;Grado en Diseño y Desarrollo de Videojuegos;Pública / Propio;7.53;9.73;40;240;35,77 €
Universidad Autónoma de Barcelona;Grado en Logopedia;Pública / Propio;7.53;8.54;80;240;35,77 €
Universidad de Girona;Grado en Maestro/a de Educación Infantil;Pública / Propio;7.53;8.55;80;240;25,27 €
Universitat Politècnica de València;Grado en Ingeniería de Tecnologías y Servicios de Telecomunicación;Pública / Propio;7.52;9.93;165;240;20,27 €
Universidad del País Vasco/Euskal Herriko Unibertsitatea;Grado en Marketing;Pública / Propio;7.52;9;60;240;14,39 €
Universidad de Valladolid;Grado en Logopedia;Pública / Propio;7.51;8.71;40;240;15,22 €
Universidad de Alicante;Grado en Ingeniería Informática;Pública / Propio;7.5;9.09;190;240;20,27 €
Universidad de Girona;Grado en Criminología;Pública / Propio;7.5;8.07;55;240;25,27 €
Universidad Complutense de Madrid;Grado en Arqueología;Pública / Propio;7.48;9.03;60;240;21,39 €
Universidad Miguel Hernández de Elche;Grado en Ciencias Ambientales;Pública / Propio;7.48;7.44;75;240;20,27 €
Universidad Politécnica de Catalunya;Grado en Ingeniería Mecánica;Pública / Propio;7.48;9.49;225;240;39,53 €
Universidad de Sevilla;Grado en Derecho;Pública / Propio;7.48;9.72;480;240;12,62 €
Universidad de Extremadura;Grado en Administración y Gestión Pública;Pública / Propio;7.46;7.97;90;240;12,33 €
Universidad Complutense de Madrid;Grado en Ciencias Políticas;Pública / Propio;7.46;8.93;155;240;21,39 €
Universidad Miguel Hernández de Elche;Grado en Ciencia y Tecnología de los Alimentos;Pública / Propio;7.46;7.79;50;240;20,27 €
Universidad de Barcelona;Grado en Ciencias Políticas y de la Administración;Pública / Propio;7.46;8.62;100;240;25,27 €
Universidad de Barcelona;Grado en Seguridad;Pública / Adscrito;7.45;8.09;70;240;
Universidad de Salamanca;Grado en Terapia Ocupacional;Pública / Propio;7.45;8.25;50;240;19,37 €
Universidad Rey Juan Carlos;Grado en Ciencia Política y Gestión Pública;Pública / Propio;7.44;8.02;15;240;21,39 €
